timestamp_utc,exit_timestamp_utc,side,entry_price,exit_price,pnl_pips,pnl_dollars,candidate_id,run_id,magic_number,ticket
2025.10.01 14:27:00Z,2025.10.01 15:02:40Z,long,1.17559,1.17489,-7.00000,-350.00,AF-CAND-0239,mt5run-20260324T081852Z,200239,3
2025.10.01 15:10:00Z,2025.10.01 15:21:40Z,short,1.17517,1.17372,14.50000,725.00,AF-CAND-0239,mt5run-20260324T081852Z,200239,5
2025.10.01 15:36:00Z,2025.10.01 15:46:40Z,long,1.17526,1.17456,-7.00000,-350.00,AF-CAND-0239,mt5run-20260324T081852Z,200239,7
2025.10.01 16:08:00Z,2025.10.01 16:19:20Z,short,1.17391,1.17246,14.50000,725.00,AF-CAND-0239,mt5run-20260324T081852Z,200239,9
2025.10.01 16:39:00Z,2025.10.01 16:59:40Z,long,1.17299,1.17229,-7.00000,-350.00,AF-CAND-0239,mt5run-20260324T081852Z,200239,11
2025.10.02 14:46:00Z,2025.10.02 15:05:40Z,short,1.17279,1.17134,14.50000,725.00,AF-CAND-0239,mt5run-20260324T081852Z,200239,13
2025.10.02 16:20:00Z,2025.10.02 17:10:40Z,short,1.16960,1.17030,-7.00000,-350.00,AF-CAND-0239,mt5run-20260324T081852Z,200239,15
2025.10.03 15:19:00Z,2025.10.03 16:13:00Z,short,1.17457,1.17390,6.70000,335.00,AF-CAND-0239,mt5run-20260324T081852Z,200239,17
2025.10.06 15:12:00Z,2025.10.06 15:21:40Z,long,1.17043,1.16973,-7.00000,-350.00,AF-CAND-0239,mt5run-20260324T081852Z,200239,21
2025.10.06 16:01:00Z,2025.10.06 16:30:40Z,long,1.17157,1.17087,-7.00000,-350.00,AF-CAND-0239,mt5run-20260324T081852Z,200239,23
2025.10.07 14:10:00Z,2025.10.07 14:14:40Z,long,1.16690,1.16620,-7.00000,-350.00,AF-CAND-0239,mt5run-20260324T081852Z,200239,25
2025.10.07 14:59:00Z,2025.10.07 15:53:00Z,short,1.16612,1.16592,2.00000,100.00,AF-CAND-0239,mt5run-20260324T081852Z,200239,27
2025.10.07 16:23:00Z,2025.10.07 17:17:00Z,long,1.16740,1.16778,3.80000,190.00,AF-CAND-0239,mt5run-20260324T081852Z,200239,29
2025.10.08 14:27:00Z,2025.10.08 15:21:00Z,short,1.16350,1.16321,2.90000,145.00,AF-CAND-0239,mt5run-20260324T081852Z,200239,31
2025.10.08 15:59:00Z,2025.10.08 16:49:40Z,short,1.16235,1.16090,14.50000,725.00,AF-CAND-0239,mt5run-20260324T081852Z,200239,33
2025.10.09 14:31:00Z,2025.10.09 14:36:40Z,long,1.16129,1.16059,-7.00000,-350.00,AF-CAND-0239,mt5run-20260324T081852Z,200239,35
2025.10.09 14:55:00Z,2025.10.09 15:00:40Z,long,1.16020,1.15950,-7.00000,-350.00,AF-CAND-0239,mt5run-20260324T081852Z,200239,37
2025.10.09 15:13:00Z,2025.10.09 15:26:40Z,short,1.15939,1.15794,14.50000,725.00,AF-CAND-0239,mt5run-20260324T081852Z,200239,39
2025.10.09 15:30:00Z,2025.10.09 15:51:40Z,short,1.15806,1.15876,-7.00000,-350.00,AF-CAND-0239,mt5run-20260324T081852Z,200239,41
2025.10.09 16:11:00Z,2025.10.09 16:17:20Z,short,1.15678,1.15748,-7.00000,-350.00,AF-CAND-0239,mt5run-20260324T081852Z,200239,43
2025.10.09 16:27:00Z,2025.10.09 16:40:40Z,short,1.15645,1.15500,14.50000,725.00,AF-CAND-0239,mt5run-20260324T081852Z,200239,45
2025.10.09 16:44:00Z,2025.10.09 16:53:40Z,short,1.15510,1.15580,-7.00000,-350.00,AF-CAND-0239,mt5run-20260324T081852Z,200239,47
2025.10.09 16:55:00Z,2025.10.09 17:49:00Z,long,1.15560,1.15585,2.50000,125.00,AF-CAND-0239,mt5run-20260324T081852Z,200239,49
2025.10.10 14:29:00Z,2025.10.10 15:05:40Z,short,1.15664,1.15734,-7.00000,-350.00,AF-CAND-0239,mt5run-20260324T081852Z,200239,51
2025.10.10 15:44:00Z,2025.10.10 16:03:40Z,long,1.15737,1.15882,14.50000,725.00,AF-CAND-0239,mt5run-20260324T081852Z,200239,53
2025.10.10 16:11:00Z,2025.10.10 16:26:40Z,long,1.16110,1.16255,14.50000,725.00,AF-CAND-0239,mt5run-20260324T081852Z,200239,55
2025.10.10 16:28:00Z,2025.10.10 16:44:40Z,long,1.16233,1.16163,-7.00000,-350.00,AF-CAND-0239,mt5run-20260324T081852Z,200239,57
2025.10.13 14:04:00Z,2025.10.13 14:58:00Z,long,1.15691,1.15761,7.00000,350.00,AF-CAND-0239,mt5run-20260324T081852Z,200239,59
2025.10.13 15:59:00Z,2025.10.13 16:03:40Z,short,1.15603,1.15673,-7.00000,-350.00,AF-CAND-0239,mt5run-20260324T081852Z,200239,61
2025.10.13 16:06:00Z,2025.10.13 17:00:00Z,long,1.15655,1.15741,8.60000,430.00,AF-CAND-0239,mt5run-20260324T081852Z,200239,63
2025.10.14 14:31:00Z,2025.10.14 15:25:00Z,long,1.15750,1.15810,6.00000,300.00,AF-CAND-0239,mt5run-20260324T081852Z,200239,65
2025.10.14 15:29:00Z,2025.10.14 16:23:00Z,long,1.15830,1.15875,4.50000,225.00,AF-CAND-0239,mt5run-20260324T081852Z,200239,67
2025.10.15 15:08:00Z,2025.10.15 16:02:00Z,short,1.16234,1.16232,0.20000,10.00,AF-CAND-0239,mt5run-20260324T081852Z,200239,69
2025.10.15 16:47:00Z,2025.10.15 16:49:40Z,long,1.16453,1.16383,-7.00000,-350.00,AF-CAND-0239,mt5run-20260324T081852Z,200239,71
2025.10.15 16:56:00Z,2025.10.15 17:48:40Z,short,1.16335,1.16405,-7.00000,-350.00,AF-CAND-0239,mt5run-20260324T081852Z,200239,73
2025.10.17 15:10:00Z,2025.10.17 15:42:40Z,short,1.16631,1.16701,-7.00000,-350.00,AF-CAND-0239,mt5run-20260324T081852Z,200239,75
2025.10.21 14:50:00Z,2025.10.21 14:55:40Z,short,1.16067,1.16137,-7.00000,-350.00,AF-CAND-0239,mt5run-20260324T081852Z,200239,77
2025.10.21 14:58:00Z,2025.10.21 15:39:40Z,long,1.16118,1.16048,-7.00000,-350.00,AF-CAND-0239,mt5run-20260324T081852Z,200239,79
2025.10.22 14:13:00Z,2025.10.22 15:07:00Z,long,1.15864,1.15941,7.70000,385.00,AF-CAND-0239,mt5run-20260324T081852Z,200239,81
2025.10.22 16:25:00Z,2025.10.22 17:19:00Z,short,1.16115,1.16159,-4.40000,-220.00,AF-CAND-0239,mt5run-20260324T081852Z,200239,83
2025.10.23 15:47:00Z,2025.10.23 16:41:00Z,short,1.16138,1.16081,5.70000,285.00,AF-CAND-0239,mt5run-20260324T081852Z,200239,85
2025.10.24 14:00:00Z,2025.10.24 14:22:40Z,long,1.16345,1.16275,-7.00000,-350.00,AF-CAND-0239,mt5run-20260324T081852Z,200239,87
2025.10.24 14:52:00Z,2025.10.24 15:12:40Z,short,1.16233,1.16303,-7.00000,-350.00,AF-CAND-0239,mt5run-20260324T081852Z,200239,89
